offense_id,rpt_date,occur_date,occur_day,occur_day_num,occur_time,poss_date,poss_time,beat,zone,location,ibr_code,UC2_Literal,neighborhood,npu,lat,long
210270489,1/27/2021,1/27/2021,Wednesday,4,01:00,1/27/2021,09:30,301,3,"752 PEARCE ST SW
ATLANTA, GA 30310
UNITED STATES",23F,LARCENY-FROM VEHICLE,Adair Park,V,33.729155,-84.412261
210270550,1/27/2021,11/1/2020,Sunday,1,10:00,1/27/2021,10:00,201,2,"3747 CLOUDLAND DR NW
ATLANTA, GA 30327
UNITED STATES",23G,LARCENY-FROM VEHICLE,Pleasant Hill,A,33.858199,-84.437595
210270596,1/27/2021,1/26/2021,Tuesday,3,22:00,1/27/2021,10:30,313,3,"2980 JONESBORO RD SE
ATLANTA, GA 30354
UNITED STATES",240,AUTO THEFT,South River Gardens,Z,33.672932,-84.370443
210270629,1/27/2021,1/26/2021,Tuesday,3,19:30,1/27/2021,07:30,609,6,"174 ROGERS ST NE
ATLANTA, GA 30317
UNITED STATES",23F,LARCENY-FROM VEHICLE,Kirkwood,O,33.758398,-84.329597
210270630,1/27/2021,1/27/2021,Wednesday,4,11:15,1/27/2021,12:59,511,5,"54 PEACHTREE ST SW
ATLANTA, GA 30303
UNITED STATES",23D,LARCENY-NON VEHICLE,Downtown,M,33.752858,-84.3912
210270694,1/27/2021,1/24/2020,Friday,6,22:00,1/25/2020,10:00,201,2,"3084 MARGARET MITCHELL DR NW
ATLANTA, GA 30327
UNITED STATES",23H,LARCENY-NON VEHICLE,NA,C,33.839113,-84.428857
210270727,1/27/2021,1/27/2021,Wednesday,4,12:02,1/27/2021,13:42,609,6,"1280 CAROLINE ST NE
ATLANTA, GA 30307
UNITED STATES",23C,LARCENY-NON VEHICLE,Edgewood,O,33.759565,-84.346101
210270774,1/27/2021,1/26/2021,Tuesday,3,20:00,1/27/2021,12:00,106,1,"1332 DONALD LEE HOLLOWELL PKWY NW
ATLANTA, GA 30318
UNITED STATES",220,BURGLARY,Bankhead,K,33.771455,-84.431502
210270777,1/27/2021,1/20/2021,Wednesday,4,12:00,1/23/2021,12:00,505,5,"880 W PEACHTREE ST NW
ATLANTA, GA 30309
UNITED STATES",23H,LARCENY-NON VEHICLE,Midtown,E,33.778937,-84.387699
210270789,1/27/2021,1/27/2021,Wednesday,4,12:00,1/27/2021,12:40,204,2,"1677 DEFOOR CIR NW
ATLANTA, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,Underwood Hills,D,33.800851,-84.420018
210270811,1/27/2021,1/26/2021,Tuesday,3,20:15,1/27/2021,22:00,604,6,"144 SAMPSON ST NE
ATLANTA, GA 30312
UNITED STATES",23F,LARCENY-FROM VEHICLE,Old Fourth Ward,M,33.758114,-84.365727
210270839,1/27/2021,1/25/2021,Monday,2,16:00,1/27/2021,12:30,507,5,"170 NORTHSIDE DR SW
ATLANTA, GA 30313
UNITED STATES",240,AUTO THEFT,Castleberry Hill,M,33.750045,-84.403194
210270844,1/27/2021,1/27/2021,Wednesday,4,13:06,1/27/2021,13:06,204,2,"1193 COLLIER RD NW
ATLANTA, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,NA,C,33.811686,-84.424554
210270857,1/27/2021,1/27/2021,Wednesday,4,12:20,1/27/2021,12:28,211,2,"635 LINDBERGH DR NE
ATLANTA, GA 30324
UNITED STATES",23D,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,33.821838,-84.366922
210270861,1/27/2021,1/27/2021,Wednesday,4,11:55,1/27/2021,13:13,206,2,"3150 ROSWELL RD NW
ATLANTA, GA 30305
UNITED STATES",23F,LARCENY-FROM VEHICLE,South Tuxedo Park,B,33.839968,-84.379914
210270873,1/27/2021,1/27/2021,Wednesday,4,13:10,1/27/2021,13:15,607,6,"1461 MORELAND AVE SE
ATLANTA, GA 30316
UNITED STATES",13A,AGG ASSAULT,Custer/McDonough/Guice,W,33.713721,-84.350217
210270873,1/27/2021,1/27/2021,Wednesday,4,13:05,1/27/2021,13:15,607,6,"1461 MORELAND AVE SE
ATLANTA, GA 30316
UNITED STATES",23C,LARCENY-NON VEHICLE,Custer/McDonough/Guice,W,33.713721,-84.350217
210270893,1/27/2021,1/22/2021,Friday,6,18:00,1/26/2021,12:00,611,6,"400 MORGAN PL SE
ATLANTA, GA 30317
UNITED STATES",23D,LARCENY-NON VEHICLE,NA,NA,33.741549,-84.29019
210270942,1/27/2021,1/27/2021,Wednesday,4,13:58,1/27/2021,13:58,407,4,"3828 KENNER DR SW
ATLANTA, GA 30331
UNITED STATES",23H,LARCENY-NON VEHICLE,Adamsville,H,33.75512,-84.506508
210270954,1/27/2021,1/26/2021,Tuesday,3,18:00,1/27/2021,06:30,610,6,"27 LAKEVIEW DR NE
ATLANTA, GA 30317
UNITED STATES",23F,LARCENY-FROM VEHICLE,Kirkwood,O,33.752051,-84.313503
210270966,1/27/2021,1/27/2021,Wednesday,4,14:00,1/27/2021,14:05,406,4,"3208 M.L.K. JR DR SW
ATLANTA, GA 30311
UNITED STATES",13A,AGG ASSAULT,NA,I,33.751884,-84.492454
210271067,1/27/2021,1/13/2021,Wednesday,4,09:07,1/13/2021,17:00,603,6,"3307 RENAISSANCE WAY NE
ATLANTA, GA 30308
UNITED STATES",23H,LARCENY-NON VEHICLE,Old Fourth Ward,M,33.765744,-84.378804
210271068,1/27/2021,1/27/2021,Wednesday,4,15:00,1/27/2021,15:41,504,5,"826 MARIETTA ST NW
ATLANTA, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,Marietta Street Artery,E,33.774773,-84.406702
210271069,1/27/2021,1/27/2021,Wednesday,4,14:15,1/27/2021,15:05,608,6,"782 S PONCE DE LEON AVE NE
ATLANTA, GA 30306
UNITED STATES",23F,LARCENY-FROM VEHICLE,Druid Hills,N,33.773713,-84.345917
210271133,1/27/2021,1/26/2021,Tuesday,3,22:00,1/27/2021,15:00,408,4,"1830 CAMPBELLTON RD SW
ATLANTA, GA 30311
UNITED STATES",23G,LARCENY-FROM VEHICLE,NA,R,33.710202,-84.447014
210271135,1/27/2021,1/27/2021,Wednesday,4,14:30,1/27/2021,15:39,602,6,"1099 PONCE DE LEON AVE NE
ATLANTA, GA 30306
UNITED STATES",23F,LARCENY-FROM VEHICLE,Poncey-Highland,N,33.773763,-84.351299
210271139,1/27/2021,1/27/2021,Wednesday,4,16:36,1/27/2021,16:36,103,1,"1776 CHATTAHOOCHEE AVE NW
ATLANTA, GA 30318
UNITED STATES",240,AUTO THEFT,Bolton,D,33.815446,-84.445729
210271211,1/27/2021,1/27/2021,Wednesday,4,16:25,1/27/2021,16:30,501,5,"525 10TH ST NW
ATLANTA, GA 30318
UNITED STATES",240,AUTO THEFT,Home Park,E,33.781861,-84.404598
210271284,1/27/2021,1/27/2021,Wednesday,4,13:00,1/27/2021,14:30,103,1,"1826 MARIETTA BLVD NW
ATLANTA, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,Hills Park,D,33.804806,-84.437484
210271343,1/27/2021,1/27/2021,Wednesday,4,17:15,1/27/2021,17:25,501,5,"541 10TH ST NW
ATLANTA, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,Home Park,E,33.78188,-84.404807
210271386,9/12/2021,1/27/2021,Wednesday,4,17:48,1/27/2021,18:29,404,4,"787 CASCADE AVE SW
ATLANTA, GA 30310
UNITED STATES",23C,LARCENY-NON VEHICLE,Westview,T,33.733844,-84.437552
210271415,1/27/2021,1/27/2021,Wednesday,4,02:30,1/27/2021,04:30,112,1,"2710 LOGHAVEN DR NW
ATLANTA, GA 30318
UNITED STATES",23H,LARCENY-NON VEHICLE,Collier Heights,I,33.760047,-84.476428
210271437,1/27/2021,1/27/2021,Wednesday,4,13:00,1/27/2021,18:00,507,5,"333 NELSON ST SW
ATLANTA, GA 30313
UNITED STATES",23F,LARCENY-FROM VEHICLE,Castleberry Hill,M,33.75188,-84.398767
210271477,1/27/2021,1/27/2021,Wednesday,4,18:20,1/27/2021,18:35,310,3,"2167 JERNIGAN DR SE
ATLANTA, GA 30315
UNITED STATES",13A,AGG ASSAULT,Lakewood,Z,33.695009,-84.372655
210271516,1/27/2021,1/27/2021,Wednesday,4,19:00,1/27/2021,21:21,501,5,"608 14TH ST NW
ATLANTA, GA 30318
UNITED STATES",240,AUTO THEFT,Home Park,E,33.785877,-84.407109
210271547,1/27/2021,1/15/2021,Friday,6,00:00,1/16/2021,00:00,509,5,"201 COURTLAND ST NE
ATLANTA, GA 30303
UNITED STATES",23H,LARCENY-NON VEHICLE,Downtown,M,33.759944,-84.383956
210271565,1/27/2021,1/27/2021,Wednesday,4,19:00,1/27/2021,19:30,505,5,"860 PEACHTREE ST NE
ATLANTA, GA 30308
UNITED STATES",240,AUTO THEFT,Midtown,E,33.778433,-84.385473
210271569,1/27/2021,1/27/2021,Wednesday,4,19:10,1/27/2021,19:21,112,1,"2798 PEEK RD NW
ATLANTA, GA 30318
UNITED STATES",240,AUTO THEFT,Collier Heights,I,33.776116,-84.477997
210271571,1/27/2021,1/27/2021,Wednesday,4,18:30,1/27/2021,19:24,209,2,"3850 ROSWELL RD NE
ATLANTA, GA 30342
UNITED STATES",23F,LARCENY-FROM VEHICLE,East Chastain Park,B,33.860262,-84.381618
210271614,1/28/2021,1/27/2021,Wednesday,4,18:45,1/27/2021,19:45,205,2,"2272 PEACHTREE RD NW
ATLANTA, GA 30309
UNITED STATES",23F,LARCENY-FROM VEHICLE,NA,C,33.816229,-84.390358
210271662,1/27/2021,1/27/2021,Wednesday,4,11:00,1/27/2021,20:20,211,2,"2285 PEACHTREE RD
ATLANTA, GA 30309
UNITED STATES",240,AUTO THEFT,NA,E,33.816377,-84.38954
210271696,1/27/2021,1/27/2021,Wednesday,4,20:30,1/27/2021,20:38,108,1,"2429 M.L.K. JR DR SW
ATLANTA, GA 30311
UNITED STATES",240,AUTO THEFT,Florida Heights,I,33.752373,-84.466815
210271708,1/27/2021,1/27/2021,Wednesday,4,18:00,1/27/2021,20:00,505,5,"30 NORTH AVENUE NE
ATLANTA, GA 30308
UNITED STATES",23F,LARCENY-FROM VEHICLE,Midtown,E,33.771512,-84.386515
210271719,1/27/2021,1/27/2021,Wednesday,4,19:30,1/27/2021,20:50,212,2,"494 PLASTERS AVE NE
ATLANTA, GA 30324
UNITED STATES",23F,LARCENY-FROM VEHICLE,NA,F,33.811635,-84.372653
210271749,1/27/2021,1/27/2021,Wednesday,4,21:15,1/27/2021,21:30,501,5,"329 14TH ST NW
ATLANTA, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,Home Park,E,33.786387,-84.397974
210271767,1/27/2021,1/27/2021,Wednesday,4,21:38,1/27/2021,22:00,309,3,"2685 METROPOLITAN PKWY SW
ATLANTA, GA 30315
UNITED STATES",13A,AGG ASSAULT,Perkerson,X,33.682743,-84.409012
210271771,1/27/2021,1/27/2021,Wednesday,4,21:00,1/27/2021,21:30,605,6,"437 MEMORIAL DR SE
ATLANTA, GA 30312
UNITED STATES",23F,LARCENY-FROM VEHICLE,Grant Park,W,33.746116,-84.372918
210271775,1/28/2021,1/27/2021,Wednesday,4,21:36,1/27/2021,21:41,204,2,"1715 HOWELL MILL RD NW
ATLANTA, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,Berkeley Park,D,33.801156,-84.41434
210271892,1/28/2021,1/27/2021,Wednesday,4,23:20,1/27/2021,23:36,502,5,"1360 W PEACHTREE ST NE
ATLANTA, GA 30309
UNITED STATES",120,ROBBERY,Midtown,E,33.791618,-84.387831
210278017,1/27/2021,10/30/2020,Friday,6,22:56,10/30/2020,23:00,707,7,"4340 GLOBAL GATEWAY CONNECTOR
COLLEGE PARK, GA 30337
UNITED STATES",240,AUTO THEFT,NA,NA,33.637293,-84.466473
210278064,1/27/2021,1/27/2021,Wednesday,4,18:16,1/27/2021,18:16,704,7,"6000 S TERMINAL PKWY
COLLEGE PARK, GA 30337
UNITED STATES",23D,LARCENY-NON VEHICLE,NA,NA,33.638998,-84.442487
210278065,1/27/2021,1/21/2021,Thursday,5,08:00,1/23/2021,14:00,702,7,"2600 MAYNARD H. JACKSON JR. BLVD
ATLANTA, GA 30320
UNITED STATES",23F,LARCENY-FROM VEHICLE,NA,NA,33.640255,-84.418384
210280016,1/28/2021,1/28/2021,Thursday,5,00:07,1/28/2021,01:45,304,3,"755 HANK AARON WAY
ATLANTA, GA 30315
UNITED STATES",240,AUTO THEFT,Summerhill,V,33.735359,-84.389514
210280116,1/28/2021,1/28/2021,Thursday,5,01:06,1/28/2021,02:33,107,1,"1600 NORTH AVENUE NW
ATLANTA, GA 30318
UNITED STATES",220,BURGLARY,Grove Park,J,33.76786,-84.440097
210280136,1/28/2021,1/28/2021,Thursday,5,01:00,1/28/2021,01:15,406,4,"2335 HIGHVIEW RD SW
ATLANTA, GA 30311
UNITED STATES",13A,AGG ASSAULT,Beecher Hills,I,33.73003,-84.463727
210280170,1/28/2021,1/26/2021,Tuesday,3,19:00,1/28/2021,01:30,510,5,"214 JOHN WESLEY DOBBS AVE NE
ATLANTA, GA 30303
UNITED STATES",23F,LARCENY-FROM VEHICLE,Downtown,M,33.757401,-84.380581
210280186,1/28/2021,1/22/2021,Friday,6,02:52,1/22/2021,02:52,211,2,"565 MAIN ST NE
ATLANTA, GA 30324
UNITED STATES",23D,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,33.822441,-84.368813
210280231,1/28/2021,1/27/2021,Wednesday,4,21:15,1/28/2021,02:40,409,4,"2343 CAMPBELLTON RD SW
ATLANTA, GA 30311
UNITED STATES",23F,LARCENY-FROM VEHICLE,Southwest,R,33.704304,-84.465106
210280239,1/28/2021,1/28/2021,Thursday,5,02:37,1/28/2021,03:00,211,2,"485 LINDBERGH PL NE
ATLANTA, GA 30324
UNITED STATES",13A,AGG ASSAULT,Lindbergh/Morosgo,B,33.820653,-84.37175
210280257,1/28/2021,1/28/2021,Thursday,5,03:26,1/28/2021,03:26,112,1,"3186 US-78
ATLANTA, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,Collier Heights,I,33.785756,-84.491515
210280258,1/28/2021,1/28/2021,Thursday,5,14:12,1/28/2021,15:30,307,3,"285 TAFT ST SW
ATLANTA, GA 30315
UNITED STATES",13A,AGG ASSAULT,Joyland,Y,33.7107,-84.398244
210280317,1/28/2021,1/28/2021,Thursday,5,03:50,1/28/2021,04:04,208,2,"3434 PEACHTREE RD NE
ATLANTA, GA 30326
UNITED STATES",23F,LARCENY-FROM VEHICLE,North Buckhead,B,33.850405,-84.363363
210280325,1/28/2021,1/27/2021,Wednesday,4,23:00,1/28/2021,03:30,205,2,"1888 EMERY ST NW
ATLANTA, GA 30318
UNITED STATES",240,AUTO THEFT,Wildwood (NPU-C),C,33.807448,-84.415002
210280364,1/28/2021,1/28/2021,Thursday,5,05:15,1/28/2021,05:36,510,5,"120 PIEDMONT AVE NE
ATLANTA, GA 30303
UNITED STATES",13A,AGG ASSAULT,Downtown,M,33.757749,-84.382599
210280406,1/28/2021,1/28/2021,Thursday,5,06:31,1/28/2021,07:00,307,3,"327 ADELLE ST SE
ATLANTA, GA 30315
UNITED STATES",13A,AGG ASSAULT,Lakewood Heights,Y,33.70043,-84.378378
210280432,1/28/2021,1/28/2021,Thursday,5,07:28,1/28/2021,07:28,311,3,"2924 3RD AVE SW
ATLANTA, GA 30315
UNITED STATES",240,AUTO THEFT,Hammond Park,X,33.675754,-84.406222
210280463,1/28/2021,1/27/2021,Wednesday,4,17:00,1/28/2021,07:46,104,1,"1005 BALDWIN ST SW
ATLANTA, GA 30310
UNITED STATES",23F,LARCENY-FROM VEHICLE,Harris Chiles,T,33.745873,-84.4205
210280536,1/28/2021,1/25/2021,Monday,2,08:44,1/28/2021,09:00,501,5,"230 18TH ST NW
ATLANTA, GA 30363
UNITED STATES",23D,LARCENY-NON VEHICLE,Atlantic Station,E,33.792107,-84.395641
210280539,1/28/2021,1/26/2021,Tuesday,3,17:00,1/28/2021,08:51,301,3,"1374 MURPHY AVE SW
ATLANTA, GA 30310
UNITED STATES",23F,LARCENY-FROM VEHICLE,Capitol View,X,33.717446,-84.423894
210280540,1/28/2021,1/28/2021,Thursday,5,08:47,1/28/2021,08:55,506,5,"370 NORTHSIDE DR NW
ATLANTA, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,English Avenue,L,33.765288,-84.406707
210280595,1/28/2021,1/27/2021,Wednesday,4,21:00,1/28/2021,09:20,610,6,"2067 RIDGEDALE RD NE
ATLANTA, GA 30317
UNITED STATES",23F,LARCENY-FROM VEHICLE,Kirkwood,O,33.753038,-84.319833
210280620,1/28/2021,1/28/2021,Thursday,5,09:44,1/28/2021,10:20,212,2,"2125 LIDDELL DR NE
ATLANTA, GA 30324
UNITED STATES",23F,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,33.811912,-84.362625
210280621,1/28/2021,1/28/2021,Thursday,5,08:45,1/28/2021,09:54,604,6,"573 EDGEWOOD AVE SE
ATLANTA, GA 30312
UNITED STATES",23F,LARCENY-FROM VEHICLE,Old Fourth Ward,M,33.754103,-84.368448
210280678,1/28/2021,1/28/2021,Thursday,5,10:12,1/28/2021,10:14,406,4,"2914 KEATS DR SW
ATLANTA, GA 30311
UNITED STATES",13A,AGG ASSAULT,Peyton Forest,I,33.741803,-84.483027
210280695,1/28/2021,1/28/2021,Thursday,5,10:15,1/28/2021,10:20,112,1,"2750 DONALD LEE HOLLOWELL PKWY NW
ATLANTA, GA 30318
UNITED STATES",23C,LARCENY-NON VEHICLE,Collier Heights,I,33.777383,-84.477433
210280751,1/28/2021,1/28/2021,Thursday,5,10:40,1/28/2021,10:55,607,6,"1152 MORELAND DR SE
ATLANTA, GA 30316
UNITED STATES",120,ROBBERY,Custer/McDonough/Guice,W,33.709496,-84.35111
210280759,1/28/2021,1/26/2021,Tuesday,3,19:00,1/28/2021,11:00,104,1,"920 CUNNINGHAM PL SW
ATLANTA, GA 30310
UNITED STATES",240,AUTO THEFT,Harris Chiles,T,33.742747,-84.418136
210280765,1/28/2021,1/28/2021,Thursday,5,06:00,1/28/2021,06:40,603,6,"564 PARKWAY DR NE
ATLANTA, GA 30308
UNITED STATES",23F,LARCENY-FROM VEHICLE,Old Fourth Ward,M,33.76979,-84.373159
210280768,1/28/2021,1/28/2021,Thursday,5,03:00,1/28/2021,10:00,401,4,"717 LEE ST SW
ATLANTA, GA 30310
UNITED STATES",23H,LARCENY-NON VEHICLE,West End,T,33.73464,-84.414803
210280802,2/1/2021,1/28/2021,Thursday,5,11:24,1/28/2021,11:51,210,2,"3393 PEACHTREE RD
ATLANTA, GA 30326
UNITED STATES",23C,LARCENY-NON VEHICLE,Lenox,B,33.846726,-84.36242
210280803,1/28/2021,1/25/2021,Monday,2,02:00,1/25/2021,02:00,505,5,"144 PONCE DE LEON AVE NE
ATLANTA, GA 30308
UNITED STATES",23H,LARCENY-NON VEHICLE,Midtown,E,33.772924,-84.382777
210280814,3/9/2021,1/26/2021,Tuesday,3,14:00,1/26/2021,15:00,604,6,"108 HILLIARD ST SE
ATLANTA, GA 30312
UNITED STATES",240,AUTO THEFT,Sweet Auburn,M,33.751815,-84.376208
210280833,1/28/2021,1/28/2021,Thursday,5,03:00,1/28/2021,12:15,502,5,"1270 SPRING ST NW
ATLANTA, GA 30309
UNITED STATES",240,AUTO THEFT,Midtown,E,33.789234,-84.389753
210280869,1/28/2021,1/28/2021,Thursday,5,12:12,1/28/2021,14:42,212,2,"2325 CHESHIRE BRIDGE RD NE
ATLANTA, GA 30324
UNITED STATES",23C,LARCENY-NON VEHICLE,Lindridge/Martin Manor,F,33.818689,-84.349179
210280884,1/28/2021,1/26/2021,Tuesday,3,16:00,1/26/2021,19:00,101,1,"165 NORTHSIDE DR SW
ATLANTA, GA 30313
UNITED STATES",23G,LARCENY-FROM VEHICLE,Atlanta University Center,T,33.750369,-84.404073
210280895,1/28/2021,1/26/2021,Tuesday,3,13:01,2/26/2021,13:01,604,6,"660 IRWIN ST NE
ATLANTA, GA 30312
UNITED STATES",23H,LARCENY-NON VEHICLE,Old Fourth Ward,M,33.757855,-84.365231
210280941,1/28/2021,1/28/2021,Thursday,5,12:30,1/28/2021,12:39,312,3,"50 MOUNT ZION RD SW
ATLANTA, GA 30354
UNITED STATES",120,ROBBERY,Glenrose Heights,Z,33.671625,-84.390022
210280960,1/28/2021,1/28/2021,Thursday,5,11:00,1/28/2021,11:20,210,2,"3393 PEACHTREE RD
ATLANTA, GA 30326
UNITED STATES",23C,LARCENY-NON VEHICLE,Lenox,B,33.846726,-84.36242
210280995,1/28/2021,1/17/2021,Sunday,1,19:00,1/17/2021,20:00,312,3,"2842 ALTAVIEW DR SE
ATLANTA, GA 30354
UNITED STATES",23H,LARCENY-NON VEHICLE,Rosedale Heights,Z,33.677409,-84.382275
210281037,1/28/2021,1/28/2021,Thursday,5,11:00,1/28/2021,13:00,104,1,"1275 FAIR ST SW
ATLANTA, GA 30314
UNITED STATES",23F,LARCENY-FROM VEHICLE,Mozley Park,K,33.749692,-84.428939
210281079,1/28/2021,1/28/2021,Thursday,5,13:00,1/28/2021,13:05,605,6,"939 HILL ST SE
ATLANTA, GA 30315
UNITED STATES",23H,LARCENY-NON VEHICLE,Peoplestown,V,33.728881,-84.378744
210281096,1/28/2021,1/28/2021,Thursday,5,12:00,1/28/2021,12:15,501,5,"231 18TH ST NW
ATLANTA, GA 30363
UNITED STATES",23H,LARCENY-NON VEHICLE,Atlantic Station,E,33.793205,-84.395473
210281117,1/28/2021,1/28/2021,Thursday,5,08:45,1/28/2021,09:00,603,6,"620 GLEN IRIS DR NE
ATLANTA, GA 30308
UNITED STATES",23F,LARCENY-FROM VEHICLE,Old Fourth Ward,M,33.771406,-84.36787
210281184,1/28/2021,1/28/2021,Thursday,5,13:25,1/28/2021,13:30,304,3,"1051 FERN AVE SE
ATLANTA, GA 30315
UNITED STATES",23H,LARCENY-NON VEHICLE,Peoplestown,V,33.725778,-84.385472
210281214,1/28/2021,1/28/2021,Thursday,5,06:00,1/28/2021,14:30,501,5,"1380 ATLANTIC DR
ATLANTA, GA 30363
UNITED STATES",23F,LARCENY-FROM VEHICLE,Atlantic Station,E,33.792726,-84.397981
210281238,1/28/2021,1/28/2021,Thursday,5,14:50,1/28/2021,14:56,511,5,"77 PEACHTREE ST SW
ATLANTA, GA 30303
UNITED STATES",13A,AGG ASSAULT,Downtown,M,33.752694,-84.39198
210281260,1/28/2021,1/16/2021,Saturday,7,08:00,1/26/2021,17:00,505,5,"116 PONCE DE LEON AVE NE
ATLANTA, GA 30308
UNITED STATES",23D,LARCENY-NON VEHICLE,Midtown,E,33.773041,-84.383583
210281262,1/28/2021,1/28/2021,Thursday,5,13:30,1/28/2021,14:26,207,2,"1874 PEACHTREE RD NW
ATLANTA, GA 30309
UNITED STATES",23F,LARCENY-FROM VEHICLE,Ardmore,E,33.806208,-84.394403
210281284,1/28/2021,1/28/2021,Thursday,5,12:45,1/28/2021,15:34,212,2,"424 WIMBLEDON RD NE
ATLANTA, GA 30324
UNITED STATES",23F,LARCENY-FROM VEHICLE,Piedmont Heights,F,33.806987,-84.373365
210281304,1/28/2021,1/24/2021,Sunday,1,21:00,1/24/2021,22:00,204,2,"1750 DEFOOR AVE NW
ATLANTA, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,Underwood Hills,D,33.802888,-84.420995
210281319,1/28/2021,1/25/2021,Monday,2,18:05,1/26/2021,03:00,501,5,"1084 HOWELL MILL RD NW
ATLANTA, GA 30318
UNITED STATES",23H,LARCENY-NON VEHICLE,Home Park,E,33.785044,-84.413418
210281336,1/28/2021,1/28/2021,Thursday,5,16:03,1/28/2021,16:03,306,3,"2065 PERKERSON RD SW
ATLANTA, GA 30310
UNITED STATES",240,AUTO THEFT,Sylvan Hills,X,33.698117,-84.416405
210281348,1/28/2021,1/28/2021,Thursday,5,15:43,1/28/2021,15:43,302,3,"1191 PRYOR RD SW
ATLANTA, GA 30315
UNITED STATES",13A,AGG ASSAULT,Pittsburgh,V,33.722253,-84.393608
210281354,1/28/2021,1/28/2021,Thursday,5,15:40,1/28/2021,15:45,302,3,"1180 IRA ST SW
ATLANTA, GA 30310
UNITED STATES",23H,LARCENY-NON VEHICLE,Pittsburgh,V,33.722803999999996,-84.399825
210281360,1/28/2021,1/28/2021,Thursday,5,15:22,1/28/2021,16:20,103,1,"1133 HUFF RD NW
ATLANTA, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,Blandtown,D,33.78966,-84.425537
210281389,1/28/2021,1/28/2021,Thursday,5,15:52,1/28/2021,15:56,508,5,"300 PEACHTREE ST NE
ATLANTA, GA 30308
UNITED STATES",23C,LARCENY-NON VEHICLE,Downtown,M,33.762549,-84.387874
210281447,1/28/2021,1/28/2021,Thursday,5,16:25,1/28/2021,16:34,413,4,"2388 DURANGO RD SW
ATLANTA, GA 30331
UNITED STATES",23H,LARCENY-NON VEHICLE,Arlington Estates,P,33.689971,-84.535908
210281508,1/28/2021,1/28/2021,Thursday,5,08:00,1/28/2021,12:00,512,5,"132 MITCHELL ST SW
ATLANTA, GA 30303
UNITED STATES",23H,LARCENY-NON VEHICLE,Downtown,M,33.750341,-84.392412
210281549,1/28/2021,1/28/2021,Thursday,5,16:45,1/28/2021,17:00,608,6,"851 OAKDALE RD NE
ATLANTA, GA 30307
UNITED STATES",23F,LARCENY-FROM VEHICLE,Druid Hills,N,33.777248,-84.338326
210281634,1/28/2021,1/19/2021,Tuesday,3,19:00,1/28/2021,19:28,404,4,"1481 STOKES AVE SW
ATLANTA, GA 30310
UNITED STATES",23G,LARCENY-FROM VEHICLE,Westview,T,33.741235,-84.436365
210281729,1/28/2021,1/28/2021,Thursday,5,18:11,1/28/2021,20:48,402,4,"1108 LAWTON PL SW
ATLANTA, GA 30310
UNITED STATES",13A,AGG ASSAULT,West End,T,33.736548,-84.424098
210281738,1/29/2021,1/27/2021,Wednesday,4,00:00,1/29/2021,18:16,405,4,"2134 M.L.K. JR DR SW
ATLANTA, GA 30310
UNITED STATES",220,BURGLARY,Florida Heights,I,33.750128,-84.458019
210281781,1/28/2021,1/28/2021,Thursday,5,18:15,1/28/2021,18:32,609,6,"1220 CAROLINE ST NE
ATLANTA, GA 30307
UNITED STATES",23F,LARCENY-FROM VEHICLE,Edgewood,O,33.758654,-84.348203
210281810,1/28/2021,1/28/2021,Thursday,5,19:28,1/28/2021,19:28,306,3,"1919 METROPOLITAN PKWY SW
ATLANTA, GA 30315
UNITED STATES",23F,LARCENY-FROM VEHICLE,Sylvan Hills,X,33.702585,-84.410229
210281827,1/28/2021,1/28/2021,Thursday,5,18:50,1/28/2021,18:51,503,5,"95 8TH ST NW
ATLANTA, GA 30308
UNITED STATES",240,AUTO THEFT,Midtown,E,33.779607,-84.389391
210281917,1/28/2021,1/28/2021,Thursday,5,00:00,NA,NA,505,5,"75 5TH ST NW
ATLANTA, GA 30308
UNITED STATES",23H,LARCENY-NON VEHICLE,Midtown,E,33.77719,-84.389123
210282026,1/28/2021,1/28/2021,Thursday,5,20:56,1/28/2021,22:00,104,1,"3 JOSEPH E LOWERY BLVD SW
ATLANTA, GA 30314
UNITED STATES",240,AUTO THEFT,Ashview Heights,T,33.754466,-84.417951
210282035,1/28/2021,1/28/2021,Thursday,5,20:50,1/28/2021,21:00,212,2,"1896 PIEDMONT RD NE
ATLANTA, GA 30324
UNITED STATES",240,AUTO THEFT,Piedmont Heights,F,33.809,-84.366235
